+-------------+------------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb    |                             context                              |        synset       | Polarity + | Polarity - | Polarity = |
|      go     |                       ... , ever go back .                       |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      go     |                    ... like to go back , ...                     |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|     get     |                  ... i can't get passed the ...                  |      make.v.02      |    0.0     |    0.0     |    1.0     |
|     pass    |              ... can't get passed the atrocious ...              |     happen.v.01     |    0.0     |    0.0     |    1.0     |
|    return   |                     ... will never return .                      |     refund.v.01     |    0.0     |    0.0     |    1.0     |
|     dine    |                    ... you can dine in a ...                     |      dine.v.01      |    0.0     |    0.0     |    1.0     |
|    charm    |               ... in a charming outdoor patio ...                |     capture.v.02    |    0.5     |    0.0     |    0.5     |
|      do     |                        did not expect ...                        |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|    expect   |                    did not expect this to ...                    |     expect.v.03     |    0.0     |    0.25    |    0.75    |
|      be     |                    ... this to be so good ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    order    |                      ordered a toasted ...                       |      rate.v.01      |   0.125    |    0.25    |   0.625    |
|    toast    |               ordered a toasted english muffin ...               |     crispen.v.01    |    0.0     |    0.0     |    1.0     |
|     come    |              ... muffin that came out untoasted ...              |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                      food was very good ...                      |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      go     |                           going back .                           |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                   ... , which is very high ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     make    |                       ... and house made .                       |      make.v.02      |    0.0     |    0.0     |    1.0     |
|      be     |                  ... other hand was so rude ...                  |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     have    |               ... and i had basically figured ...                |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|    figure   |              ... had basically figured out this ...              |    calculate.v.01   |    0.0     |    0.0     |    1.0     |
|      be     |                  ... this place was a joke ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     make    |              ... didn't mind making it publicly ...              |      make.v.02      |    0.0     |    0.0     |    1.0     |
