+--------------+--------------------------------------------------------------+------------------------+------------+------------+------------+
|     Verb     |                           context                            |         synset         | Polarity + | Polarity - | Polarity = |
|      be      |                ... trooper " is not even ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     make     |                 ... enough to make it to ...                 |       make.v.02        |    0.0     |    0.0     |    1.0     |
|     say      |                  guy who said he's had ...                   |       state.v.01       |    0.0     |    0.0     |    1.0     |
|     have     |            ... said he's had better dialogue ...             |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|     pot      |              ... with his potted plants has ...              |        pot.v.01        |    0.0     |    0.0     |    1.0     |
|     have     |              ... potted plants has it right ...              |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
|      be      |                  ... this movie is stupid .                  |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     love     |                  if you love bad movies ...                  |       love.v.02        |    1.0     |    0.0     |    0.0     |
|      do      |                ... movies , do not watch ...                 |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|    watch     |               ... do not watch this movie ...                |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|      be      |                        is shameful .                         |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     give     |                would give this television ...                |       give.v.18        |   0.125    |    0.0     |   0.875    |
|      be      |                   writers were " smack ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|    think     |                 ... and i think the best ...                 |       think.v.02       |   0.125    |    0.0     |   0.875    |
|      be      |              ... and actresses were a bonus ...              |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |            ... these characters were so real ...             |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     say      |                     must say i have ...                      |       state.v.01       |    0.0     |    0.0     |    1.0     |
|     have     |                ... say i have taped most ...                 |    give_birth.v.01     |    0.0     |    0.0     |    1.0     |
